word,type
Vendue,n.
Veneer,v. t.
Veneered,imp. & p. p.
Veneering,n.
Veneering,p. pr. & vb. n.
Venefical,a.
Venefice,n.
Veneficial,a.
Veneficious,a.
Venemous,a.
Venenate,a.
Venenate,v. t.
Venene,a.
Venenose,a.
Venerability,n.
Venerable,a.
Veneracea,n. pl.
Venerate,v. t.
Venerated,imp. & p. p.
Venerating,p. pr. & vb. n.
Veneration,n.
Venerator,n.
Venereal,a.
Venereal,n.
Venerean,a.
Venereous,a.
Venerous,a.
Venery,n.
Venesection,n.
Venetian,a.
Venetian,n.
Venew,n.
Veney,n.
Venge,v. t.
Vengeable,a.
Vengeance,n.
Vengeancely,adv.
Vengeful,a.
Vengement,n.
Venger,n.
Veniable,a.
Venial,a.
Veniality,n.
Venire facias,
Venison,n.
Venite,n.
Vennation,n.
Venom,n.
Venomous,a.
Venose,a.
Venosity,n.
Venous,a.
Vent,n.
Vent,v. i.
Vent,v. t.
Ventage,n.
Ventail,n.
Vented,imp. & p. p.
Venter,n.
Venthole,n.
Ventiduct,n.
Ventilate,v. t.
Ventilated,imp. & p. p.
Ventilating,p. pr. & vb. n.
Ventilation,n.
Ventilative,a.
Ventilator,n.
Venting,p. pr. & vb. n.
Ventose,a.
Ventose,n.
Ventosity,n.
Ventouse,n.
Ventouse,v. t. & i.
Ventrad,adv.
Ventral,a.
Ventricle,n.
Ventricose,a.
Ventricous,a.
Ventricular,a.
Ventriculi,pl. 
Ventriculite,n.
Ventriculous,a.
Ventriculus,n.
Ventrilocution,n.
Ventriloquial,a.
Ventriloquism,n.
Ventriloquist,n.
Ventriloquize,v. i.
Ventriloquized,imp. & p. p.
Ventriloquizing,p. pr. & vb. n.
Ventriloquous,a.
Ventriloquy,n.
Ventrimeson,n.
Ventro-,
Ventro-inguinal,a.
Venture,n.
Venture,v. i.
Venture,v. t.
Ventured,imp. & p. p.
Venturer,n.
Venturesome,a.
Venturine,n.
Venturing,p. pr. & vb. n.
Venturous,n.
Ventuse,v. t. & i.
Venue,n.
Venule,n.
Venulose,a.
Venus,n.
Venust,a.
Veracious,a.
Veraciously,adv.
Veracity,n.
Veranda,n.
Veratralbine,n.
Veratrate,n.
Veratria,n.
Veratric,a.
Veratrina,n.
Veratrine,n.
Veratrol,n.
Veratrum,n.
Verb,n.
Verbal,a.
Verbal,n.
Verbalism,n.
Verbalist,n.
Verbality,n.
Verbalization,n.
Verbalize,v. i.
Verbalize,v. t.
Verbalized,imp. & p. p.
Verbalizing,p. pr. & vb. n.
Verbally,adv.
Verbarian,a.
Verbarian,n.
Verbarium,n.
Verbatim,adv.
Verbena,n.
Verbenaceous,a.
Verbenate,v. t.
Verbenated,imp. & p. p.
Verbenating,p. pr. & vb. n.
Verberate,v. t.
Verberation,n.
Verbiage,n.
Verbose,a.
Verbosities,pl. 
Verbosity,n.
Verd antique,
Verd,n.
Verdancy,n.
Verdant,a.
Verdantly,adv.
Verderer,n.
Verderor,n.
Verdict,n.
Verdigris,n.
Verdigris,v. t.
Verdin,n.
Verdine,n.
Verdingale,n.
Verdit,n.
Verditer,n.
Verditure,n.
Verdoy,a.
Verdure,n.
Verdured,a.
Verdureless,a.
Verdurous,a.
Verecund,a.
Verecundious,a.
Verecundity,n.
Veretillum,n.
Verfication,n.
Vergalien,n.
Vergaloo,n.
Verge,n.
Verge,v. i.
Vergeboard,n.
Verged,imp. & p. p.
Vergency,n.
Verger,n.
Vergette,a.
Vergette,n.
Verging,p. pr. & vb. n.
Veridical,a.
Verifiable,a.
Verificative,a.
Verified,imp. & p. p.
Verifier,n.
Verify,v. t.
Verifying,p. pr. & vb. n.
Veriloquent,a.
Verily,adv.
Verine,n.
Verisimilar,a.
Verisimilitude,n.
Verisimility,n.
Veritable,a.
Veritas,n.
Verities,pl. 
Verity,n.
Verjuice,n.
Vermeil,n.
Vermeologist,n.
Vermeology,n.
Vermes,n. pl.
Vermetid,n.
Vermetus,n.
Vermicelli,n.
Vermicide,n.
Vermicious,a.
Vermicular,a.
Vermiculate,a.
Vermiculate,v. t.
Vermiculated,a.
Vermiculated,imp. & p. p.
Vermiculating,p. pr. & vb. n.
Vermiculation,n.
Vermicule,n.
Vermiculite,n.
Vermiculose,a.
Vermiculous,a.
Vermiform,a.
Vermiformia,n. pl.
Vermifugal,a.
Vermifuge,n.
Vermil,n.
Vermilinguia,n. pl.
Vermilion,n.
Vermilion,v. t.
Vermily,n.
Vermin,n. sing. & pl.
Verminate,v. i.
Vermination,n.
Verminly,a. & adv.
Verminous,a.
Verminously,adv.
Vermiparous,a.
Vermivorous,a.
Vermuth,n.
Vernacle,n.
Vernacular,a.
Vernacular,n.
Vernacularism,n.
Vernacularization,n.
Vernacularly,adv.
Vernaculous,a.
Vernage,n.
Vernal,a.
Vernant,a.
Vernate,v. i.
Vernation,n.
Vernicle,n.
Vernicose,a.
Vernier,n.
Vernile,a.
Vernility,n.
Vernine,n.
Vernish,n. & v.
Vernonin,n.
Veronese,a.
Veronese,n. sing. & pl.
Veronica,n.
Verray,a.
Verrayment,adv.
Verrel,n.
Verriculate,a.
Verruciform,a.
Verrucose,a.
Verrucous,a.
Verruculose,a.
Vers de societe,
Vers,n. sing. & pl.
Versability,n.
Versable,a.
Versableness,n.
Versal,a.
Versant,a.
Versant,n.
Versatile,a.
Versatility,n.
Verse,n.
Verse,v. i.
Verse,v. t.
Versed,a.
Versed,imp. & p. p.
Verseman,n.
Versemonger,n.
Verser,n.
Verset,n.
Versicle,n.
Versicolor,a.
Versicolored,a.
Versicular,a.
Versification,n.
Versificator,n.
Versified,imp. & p. p.
Versifier,n.
Versify,v. i.
Versify,v. t.
Versifying,p. pr. & vb. n.
Versimilous,a.
Versing,p. pr. & vb. n.
Version,n.
Versionist,n.
Verso,n.
Versor,n.
Verst,n.
Versual,a.
Versus,prep.
Versute,a.
Vert,n.
Verteber,n.
Vertebra,n.
Vertebrae,pl. 
Vertebral,a.
Vertebral,n.
Vertebrally,adv.
Vertebrarterial,a.
Vertebrata,n. pl.
Vertebrate,a.
Vertebrate,n.
Vertebrated,a.
Vertebre,n.
Vertebro-,
Vertebro-iliac,a.
Vertex,n.
Vertexes,pl. 
Vertical,a.
Vertical,n.
Verticality,n.
Vertically,adv.
Verticalness,n.
Vertices,pl. 
Verticil,n.
Verticillaster,a.
Verticillate,a.
Verticillated,a.
Verticillus,n.
Verticity,n.
Verticle,n.
Vertiginate,a.
Vertigines,pl. 
Vertiginous,a.
Vertigo,n.
Vertigoes,pl. 
Vertilinear,a.
Vertu,n.
Vertuous,a.
Verumontanum,n.
Vervain,n.
Verve,n.
Vervel,n.
Vervet,n.
Very,adv.
Very,v. t.
Vesbium,n.
Vese,n.
Vesica,n.
Vesical,a.
Vesicant,n.
Vesicate,v. t.
Vesicated,imp. & p. p.
Vesicating,p. pr. & vb. n.
Vesication,n.
Vesicatory,a.
Vesicatory,n.
Vesicle,n.
Vesico-,
Vesicoprostatic,a.
Vesicouterine,a.
Vesicovaginal,a.
Vesicula,n.
Vesiculae,pl. 
Vesicular,a.
Vesicularia,n.
Vesiculata,n. pl.
Vesiculate,a.
Vesiculate,v. t.
Vesiculation,n.
Vesiculose,a.
Vesiculous,a.
Vespa,n.
Vesper,a.
Vesper,n.
Vesperal,a.
Vespers,n.
Vespertilio,n.
Vespertiliones,n. pl.
Vespertilionine,a.
Vespertinal,a.
Vespertine,a.
Vespiary,n.
Vespillo,n.
Vespilloes,pl. 
Vessel,n.
Vessel,v. t.
Vesselful,n.
Vesselfuls,pl. 
Vesses,n.
Vessets,n.
Vessicnon,n.
Vessignon,n.
Vest,n.
Vest,v. i.
Vesta,n.
Vestal,a.
Vestales,n. pl.
Vested,a.
Vested,imp. & p. p.
Vestiarian,a.
Vestiary,a.
Vestiary,n.
Vestibula,pl. 
Vestibular,a.
Vestibule,n.
Vestibulum,n.
Vestigate,v. t.
Vestige,n.
Vestigial,a.
Vesting,n.
Vesting,p. pr. & vb. n.
Vestiture,n.
Vestlet,n.
Vestment,n.
Vestries,pl. 
Vestry,n.
Vestryman,n.
Vestrymen,pl. 
Vesture,v. t.
Vestured,a.
Vesuvian,a.
Vesuvianite,n.
Vesuvine,n.
Vetch,n.
Vetchling,n.
Vetchy,a.
Veteran,a.
Veteran,n.
Veteranize,v. i.
Veterinarian,n.
Veterinary,a.
Vetiver,n.
Veto,n.
Veto,v. t.
Vetoed,imp. & p. p.
Vetoes,pl. 
Vetoing,p. pr. & vb. n.
Vetoist,n.
Vettura,n.
Vetture,pl. 
Vetturini,pl. 
Vetturino,n.
Vetust,a.
Vex,v. i.
Vex,v. t.
Vexation,n.
Vexatious,a.
Vexed,a.
Vexed,imp. & p. p.
Vexer,n.
Vexil,n.
Vexilla,pl. 
Vexillar,
Vexillary,
Vexillary,n.
Vexillation,n.
Vexillum,n.
Vexing,p. pr. & vb. n.
Vexingly,adv.
Vi-apple,n.
Via,n.
Via,prep.
Viability,n.
Viable,a.
Viaduct,n.
Viage,n.
Vial,n.
Vial,v. t.
Vialed,imp. & p. p.
Vialing,p. pr. & vb. n.
Vialled,
Vialling,
Viameter,n.
Viand,n.
Viander,n.
Viary,a.
Viatecture,n.
Viatic,a.
Viaticum,n.
Viatometer,n.
Vibices,n. pl.
Vibracula,pl. 
Vibraculum,n.
Vibrancy,n.
Vibrant,a.
Vibrate,imp. & p. p.
Vibrate,v. i.
Vibrate,v. t.
Vibratile,a.
Vibratility,n.
Vibrating,p. pr. & vb. n.
Vibration,n.
Vibratiuncle,a.
Vibrative,a. Vibrating
Vibratory,a.
Vibrio,n.
Vibriones,pl. 
Vibrios,pl. 
Vibrissa,n.
Vibrissae,pl. 
Vibroscope,n.
Viburnum,n.
Vicar,n.
Vicarage,n.
Vicarial,a.
Vicarian,n.
Vicariate,a.
Vicariate,n.
Vicarious,prep.
Vicariously,adv.
Vicarship,n.
Vicary,n.
Vice,n.
Vice,prep.
Vice,v. t.
Vice-regal,a.
Viced,a.
Viced,imp. & p. p.
Vicegerency,n.
Vicegerent,a.
Vicegerent,n.
Viceman,n.
Vicemen,pl. 
Vicenary,a.
Vicennial,a.
Viceroy,prep.
Viceroyalty,n.
Viceroyship,n.
Vicety,n.
Vichy water,
Viciate,v. t.
Vicinal,a.
Vicine,a.
Vicine,n.
Vicing,p. pr. & vb. n.
Vicinity,n.
Viciosity,n.
Vicious,a.
Vicissitude,n.
Vicissitudinary,a.
Vicissitudinous,a.
Vicissy duck,
Vicontiel,a.
Vicontiels,n. pl.
Vicount,n.
Victim,n.
Victimate,v. t.
Victimize,v. t.
Victimized,imp. & p. p.
Victimizing,p. pr. & vb. n.
Victor,a.
Victor,n.
Victoress,n.
Victoria,n.
Victorian,a.
Victories,pl. 
Victorine,n.
Victorious,a.
Victory,n.
Victress,n.
Victrice,n.
Victrix,n.
Victual,n.
Victualed,imp. & p. p.
Victualing,p. pr. & vb. n.
Victualled,
Victualling,
Viinage,n.
W,
Wa'n't,
Waag,n.
Waahoo,n.
Wabble,n.
Wabble,v. i.
Wabbly,a.
Wacke,n.
Wacky,n.
Wad,n.
Wad,v. t.
Wadd,n.
Wadding,n.
Wadding,p. pr. & vb. n.
Waddle,v. i.
Waddle,v. t.
Waddled,imp. & p. p.
Waddler,n.
Waddling,p. pr. & vb. n.
Waddlingly,adv.
Wade,n.
Wade,v. i.
Wade,v. t.
Waded,imp. & p. p.
Wader,n.
Wadies,pl. 
Wading,
Wading,p. pr. & vb. n.
Wadmol,n.
Wadset,n.
Wadsetter,n.
Wady,n.
Wae,n.
Waeg,n.
Wafer,n.
Wafer,v. t.
Wafered,imp. & p. p.
Waferer,n.
Wafering,p. pr. & vb. n.
Waffle,n.
Waft,n.
Waft,v. i.
Waft,v. t.
Waftage,n.
Wafted,imp. & p. p.
Wafter,n.
Wafting,p. pr. & vb. n.
Wafture,n.
Wag,v. i.
Wag,v. t.
Wag,v.
Wag-halter,n.
Wagati,n.
Wage,v. i.
Wage,v. t.
Waged,imp. & p. p.
Wagel,n.
Wagenboom,n.
Wager,v. i.
Wager,v. t.
Wagered,imp. & p. p.
Wagerer,n.
Wagering,a.
Wagering,p. pr. & vb. n.
Wages,n.
Wagged,imp. & p. p.
Waggel,n.
Waggeries,pl. 
Waggery,n.
Waggie,n.
Wagging,p. pr. & vb. n.
Waggish,a.
Waggle,v. i.
Waggle,v. t.
Waggled,imp. & p. p.
Waggling,p. pr. & vb. n.
Waging,p. pr. & vb. n.
Wagnerite,n.
Wagon,n.
Wagon,v. i.
Wagon,v. t.
Wagon-headed,a.
Wagon-roofed,a.
Wagonage,n.
Wagoned,imp. & p. p.
Wagoner,n.
Wagonette,n.
Wagonful,n.
Wagonfuls,pl. 
Wagoning,p. pr. & vb. n.
Wagonload,n.
Wagonry,n.
Wagonwright,n.
Wagtail,n.
Wah,n.
Wahabee,n.
Waid,a.
Waif,n.
Waift,n.
Wail,n.
Wail,v. i.
Wail,v. t.
Wailed,imp. & p. p.
Wailer,n.
Waileress,n.
Wailful,a.
Wailing,p. pr. & vb. n.
Wailingly,adv.
Wailment,n.
Waiment,v. & n.
Wain,n.
Wainable,a.
Wainage,n.
Wainbote,n.
Wainscot,n.
Wainscot,v. t.
Wainscoted,imp. & p. p.
Wainscoting,n.
Wainscoting,p. pr. & vb. n.
Wainwright,n.
Wair,n.
Waist,n.
Waistband,n.
Waistcloth,n.
Waistcoat,n.
Waistcoateer,n.
Waistcoating,n.
Waister,n.
Wait,v. i.
Wait,v. t.
Waited,imp. & p. p.
Waiter,n.
Waiting,
Waiting,p. pr. & vb. n.
Waitingly,adv.
Waitress,n.
Waive,v. i.
Waive,v. t.
Waived,imp. & p. p.
Waiver,n.
Waiving,p. pr. & vb. n.
Waivure,n.
Waiwode,n.
Wake,n.
Wake,v. i.
Wake,v. t.
Wake-robin,n.
Waked,imp. & p. p.
Wakeful,a.
Waken,v. i.
Waken,v. t.
Wakened,imp. & p. pr.
Wakener,n.
Wakening,n.
Wakening,p. pr. & vb. n.
Waker,n.
Waketime,n.
Waking,n.
Waking,p. pr. & vb. n.
Walaway,interj.
Wald,n.
Waldenses,n. pl.
Waldensian,a.
Waldensian,n.
Waldgrave,n.
Waldheimia,n.
Wale,n.
Wale,v. t.
Walhalla,n.
Waling,n.
Walk,n.
Walk,v. i.
Walk,v. t.
Walk-mill,n.
Walk-over,n.
Walkable,a.
Walked,imp. & p. p.
Walker,n.
Walker,v. t.
Walking,
Walking,p. pr. & vb. n.
Walkyr,n.
Wall,n.
Wall,v. t.
Wall-eye,n.
Wall-eyed,a.
Wall-plat,n.
Wall-sided,a.
Wallaba,n.
Wallabies,pl. 
Wallaby,n.
Wallah,n.
Wallaroo,n.
Wallbird,n.
Walled,imp. & p. p.
Waller,n.
Wallerian degeneration,
Wallet,n.
Walleteer,n.
Wallflower,n.
Wallhick,n.
Walling,n.
Walling,p. pr. & vb. n.
Walloons,n. pl.
Wallop,n.
Wallop,v. i.
Wallop,v. t.
Walloped,imp. & p. p.
Walloping,p. pr. & vb. n.
Wallow,n.
Wallow,v. t.
Wallowed,imp. & p. p.
Wallower,n.
Wallowing,p. pr. & vb. n.
Wallowish,a.
Wallwort,n.
Walm,v. i.
Walnut,n.
Walrus,n.
Walter,v. i.
Waltron,n.
Walty,a.
Waltz,n.
Waltz,v. i.
Waltzed,imp. & p. p.
Waltzer,n.
Waltzing,p. pr. & vb. n.
Walwe,v.
Waly,interj.
Wamble,n.
Wamble,v. i.
Wamble-cropped,a.
Wammel,v. i.
Wamp,n.
Wampee,n.
Wampum,n.
Wan,a.
Wan,imp.
Wan,n.
Wan,v. i.
Wand,n.
Wander,v. i.
Wander,v. t.
Wandered,imp. & p. p.
Wanderer,n.
Wandering,
Wandering,p. pr. & vb. n.
Wanderingly,adv.
Wanderment,n.
Wanderoo,n.
Wandy,a.
Wane,n.
Wane,v. i.
Wane,v. t.
Waned,imp. & p. p.
Waney,n.
Wang,n.
Wangan,n.
Wanger,n.
Wanghee,n.
Wango,n.
Wanhope,n.
Wanhorn,n.
Waniand,n.
Waning,n.
Waning,p. pr. & vb. n.
Wanion,n.
Wankle,a.
Wanly,adv.
Wanned,a.
Wanness,n.
Wannish,a.
Want,v. i.
Want,v. t.
Wantage,n.
Wanted,imp. & p. p.
Wanting,a.
Wanting,p. pr. & vb. n.
Wantless,a.
Wanton,n.
Wanton,v. i.
Wanton,v. t.
Wantoned,imp. & p. p.
Wantoning,p. pr. & vb. n.
Wantonize,v. i.
Wantonly,adv.
Wantonness,n.
Wantrust,n.
Wantwit,n.
Wanty,n.
Wany,a.
Wany,v. i.
Wanze,v. i.
Wap,n.
Wap,v. t. & i.
Wapacut,n.
Wapatoo,n.
Waped,a.
Wapentake,n.
Wapinschaw,n.
Wapiti,n.
Wapp,n.
Wappato,n.
Wappened,a.
Wapper,n.
Wapper,v. t. & i.
Wappet,n.
Wapping,n.
War,a.
War,n.
War,v. i.
War,v. t.
War-beaten,a.
Warble,n.
Warble,v. i.
Warble,v. t.
Warbled,imp. & p. p.
Warbler,n.
Warbling,p. pr. & vb. n.
Warblingly,adv.
Warburg's tincture,
Ward,a.
Ward,n.
Ward,v. i.
Ward-corn,n.
Wardcorps,n.
Warded,imp. & p. p.
Warden,n.
Wardenry,n.
Wardenship,n.
Warder,n.
Wardian,a.
Warding,p. pr. & vb. n.
Wardmote,n.
Wardrobe,v. t.
Wardroom,n.
Wardship,n.
Wardsman,n.
Wardsmen,pl. 
Ware,a.
Ware,imp.
Ware,n.
Ware,v. t.
Wareful,a.
Warefulness,n.
Warega fly,
Warehouse,n.
Warehouse,v. t.
Warehoused,imp. & p. p.
Warehouseman,n.
Warehousemen,pl. 
Warehouses,pl. 
Warehousing,n.
Warehousing,p. pr. & vb. n.
Wareless,n.
Warely,adv.
Warence,n.
Wareroom,n.
Wares,n. pl.
Warfare,n.
Warfare,v. i.
Warfarer,n.
Warhable,a.
Wariangle,n.
Warily,adv.
Wariment,n.
Warine,n.
Wariness,n.
Warish,v. i.
Warish,v. t.
Warison,v. t.
Wark,n.
Warkloom,n.
Warlike,a.
Warlikeness,n.
Warling,n.
Warlock,a.
Warlock,n.
Warlockry,n.
Warly,a.
Warm,a.
Warm,n.
Warm,superl.
Warm,v. i.
Warm-blooded,a.
Warm-hearted,a.
Warmed,imp. & p. p.
Warmer,n.
Warmful,a.
Warming,
Warming,p. pr. & vb. n.
Warmly,adv.
Warmness,n.
Warmonger,n.
Warmouth,n.
Warmth,n.
Warmthless,a.
Warn,v. t.
Warned,imp. & p. p.
Warner,n.
Warning,a.
Warning,n.
Warning,p. pr. & vb. n.
Warningly,adv.
Warnstore,v. t.
Warp,v. i.
Warp,v. t.
Warp,v.
Warpage,n.
Warpath,n.
Warped,imp. & p. p.
Warper,n.
Warping,n.
Warping,p. pr. & vb. n.
Warproof,n.
Warragal,n.
Warrandice,n.
Warrant,n.
Warrantable,a.
Warranted,imp. & p. p.
Warrantee,n.
Warranter,n.
Warranties,pl. 
Warranting,p. pr. & vb. n.
Warrantise,n.
Warrantise,v. t.
Warrantor,n.
Warranty,n.
Warranty,v. t.
Warray,v. t.
Warre,a.
Warred,imp. & p. p.
Warren,n.
Warrener,n.
Warriangle,n.
Warrie,v. t.
Warrin,n.
Warring,p. pr. & vb. n.
Warrior,n.
Warrioress,n.
Warry,v. t.
Warsaw,n.
Wart hog,
Wart,n.
Warted,a.
Wartless,a.
Wartweed,n.
Wartwort,n.
Warty,a.
Warwickite,n.
Warworn,a.
Wary,a.
Warye,v. t.
Was,v.
Wase,n.
Wash,a.
Wash,n.
Wash,v. i.
Wash,v. t.
Wash-off,a.
Washable,a.
Washboard,n.
Washbowl,n.
Washdish,n.
Washed,a.
Washed,imp. & p. p.
Washen,
Washer,n.
Washerman,n.
Washermen,pl. 
Washerwoman,n.
Washerwomen,pl. 
Washhouse,n.
Washiness,n.
Washing,n.
Washing,p. pr. & vb. n.
Washingtonian,a.
Washingtonian,n.
Washout,n.
Washpot,n.
Washstand,n.
Washtub,n.
Washy,a.
Wasite,n.
Wasium,n.
Wasp,n.
Waspish,a.
Wassail,a.
Wassail,n.
Wassail,v. i.
Wassailer,n.
Wast,
Wastage,n.
Waste,a.
Waste,v. i.
Waste,v.
Wastebasket,n.
Wasteboard,n.
Wastebook,n.
Wasted,imp. & p. p.
Wasteful,a.
Wastel,n.
Wasteness,n.
Waster,v. t.
Wastethrift,n.
Wasteweir,n.
Wasting,a.
Wasting,p. pr. & vb. n.
Wastor,n.
Wastorel,n.
Wastrel,n.
Watch,n.
Watch,v. i.
Watch,v. t.
Watchdog,n.
Watched,imp. & p. p.
Watcher,n.
Watches,n. pl.
Watchet,a.
Watchful,a.
Watchhouse,n.
Watchhouses,pl. 
Watching,p. pr. & vb. n.
Watchmaker,n.
Watchman,n.
Watchmen,pl. 
Watchtower,n.
Watchword,n.
Water adder,
Water agrimony,
Water aloe,
Water antelope,
Water arum,
Water back,
Water bailiff,
Water ballast,
Water barometer,
Water bath,
Water battery,
Water bear,
Water bed,
Water beech,
Water beetle,
Water bellows,
Water bird,
Water blackbird,
Water boatman,
Water brain,
Water brash,
Water breather,
Water bridge,
Water buck,
Water buffalo,
Water bug,
Water butt,
Water caltrop,
Water can,
Water canker,
Water carriage,
Water cart,
Water cavy,
Water celery,
Water cell,
Water cement,
Water chestnut,
Water chevrotain,
Water chicken,
Water chickweed,
Water chinquapin,
Water clock,
Water cock,
Water color,
Water course,
Water craft,
Water crake,
Water crane,
Water cress,
Water crow,
Water crowfoot,
Water cure,
Water deck,
Water deer,
Water deerlet,
Water devil,
Water dock,
Water doctor,
Water dog,
Water drain,
Water drainage,
Water dressing,
Water dropwort,
Water eagle,
Water elder,
Water elephant,
Water engine,
Water feather,
Water feather-foil,
Water flag,
Water flannel,
Water flea,
Water flounder,
Water fox,
Water frame,
Water furrow,
Water gage,
Water gall,
Water gang,
Water gas,
Water gate,
Water gauge,
Water gavel,
Water germander,
Water gilding,
Water glass,
Water god,
Water gruel,
Water hammer,
Water hare,
Water hemlock,
Water hemp,
Water hen,
Water hog,
Water horehound,
Water hyacinth,
Water ice,
Water inch,
Water joint,
Water junket,
Water laverock,
Water leg,
Water lemon,
Water lettuce,
Water level,
Water lily,
Water lime,
Water line,
Water lizard,
Water locust,
Water meadow,
Water measure,
Water measurer,
Water meter,
Water milfoil,
Water mill,
Water mint,
Water mite,
Water moccasin,
Water mole,
Water monitor,
Water motor,
Water mouse,
Water murrain,
Water newt,
Water nymph,
Water oat,
Water opossum,
Water ordeal,
Water ousel,
Water ouzel,
Water parsnip,
Water partridge,
Water pennywort,
Water pepper,
Water pheasant,
Water pheasant,n.
Water piet,
Water pig,
Water pillar,
Water pimpernel,
Water pipe,
Water pitcher,
Water plant,
Water plantain,
Water plate,
Water poa,
Water poise,
Water pore,
Water power,
Water pox,
Water privilege,
Water purslane,
Water qualm,
Water rabbit,
Water radish,
Water rail,
Water ram,
Water rat,
Water rate,
Water rattle,
Water rattler,
Water rice,
Water rocket,
Water sail,
Water sapphire,
Water scorpion,
Water screw,
Water shield,
Water shrew,
Water snail,
Water snake,
Water soldier,
Water souchy,
Water spaniel,
Water sparrow,
Water speedwell,
Water spider,
Water spinner,
Water sprite,
Water star grass,
Water,n.
Water,v. i.
Water,v. t.
Water-bearer,n.
Water-bound,a.
Water-closet,n.
Water-colorist,n.
Water-furrow,v. t.
Water-laid,a.
Water-logged,a.
Water-ret,v. t.
Water-retted,imp. & p. p.
Water-retting,p. pr. & vb. n.
Water-rot,v. t.
Water-rotted,imp. & p. p.
Water-rotting,p. pr. & vb. n.
Water-soak,v. t.
Water-standing,a.
Waterage,n.
Waterboard,n.
Waterbok,n.
Watered,imp. & p. p.
Waterer,n.
Waterfall,n.
Waterflood,n.
Waterfowl,n.
Waterhorse,n.
Waterie,n.
Wateriness,n.
Watering,
Watering,p. pr. & vb. n.
Waterish,a.
Waterishness,n.
Waterlander,n.
Waterlandian,n.
Waterleaf,n.
Waterless,a.
Waterman,n.
Watermark,n.
Watermelon,n.
Watermen,pl. 
Waterpot,n.
Waterproof,a.
Waterproof,n.
Waterproof,v. t.
Waterproofing,n.
Waterscape,n.
Watershed,n.
Watershoot,n.
Waterspout,n.
We,pl. 
Went,imp.
Woke,
X,
Xanthamide,n.
Xanthate,n.
Xanthelasma,n.
Xanthian,a.
Xanthic,a.
Xanthide,n.
Xanthidia,pl. 
Xanthidium,n.
Xanthin,n.
Xanthinine,n.
Xanthium,n.
Xantho-,
Xanthocarpous,a.
Xanthochroi,n. pl.
Xanthochroic,a.
Xanthodontous,a.
Xanthogen,n.
Xanthogenate,n.
Xanthogenic,a.
Xanthoma,n.
Xanthophane,n.
Xanthophyll,n.
Xanthopous,a.
Xanthoproteic,a.
Xanthoprotein,n.
Xanthopuccine,n.
Xanthorhamnin,n.
Xanthorhiza,n.
Xanthorhoea,n.
Xanthose,n.
Xanthosis,n.
Xanthospermous,a.
Xanthous,a.
Xanthoxylene,n.
Xanthoxylum,n.
Xebec,n.
Xeme,n.
Xenelasia,n.
Xenia,pl. 
Xenium,n.
Xenodochium,n.
Xenodochy,n.
Xenogamy,n.
Xenogenesis,n.
Xenogenetic,a.
Xenomania,n.
Xenomi,n. pl.
Xenopterygii,n. pl.
Xenotime,n.
Xenurine,n.
Xenyl,n.
Xenylic,a.
Xeraphim,n.
Xeres,n.
Xerif,n.
Xeriff,n.
Xeroderma,n.
Xeronate,n.
Xeronic,a.
Xerophagy,n.
Xerophilous,a.
Xerophthalmia,n.
Xerophthalmy,n.
Xiphias,n.
Xiphidium,n.
Xiphioid,a.
Xiphiplastra,pl. 
Xiphiplastron,n.
Xiphisterna,pl. 
Xiphisternum,n.
Xiphius,n.
Xiphodon,n.
Xiphoid,a.
Xiphoidian,a.
Xiphophyllous,a.
Xiphosura,n. pl.
Xiphura,n. pl.
Xylamide,n.
Xylanthrax,n.
Xylate,n.
Xylem,n.
Xylene,n.
Xylenol,n.
Xyletic,a.
Xylic,a.
Xylidic,a.
Xylidine,n.
Xylindein,n.
Xylite,n.
Xylitone,n.
Xylo-,
Xylobalsamum,n.
Xylocarpous,a.
Xylocopa,n.
Xylogen,n.
Xylograph,n.
Xylographer,n.
Xylographic,a.
Xylographical,a.
Xylography,n.
Xyloid,a.
Xyloidin,n.
Xylol,n.
Xylonite,n.
Xylophaga,n.
Xylophagan,n.
Xylophagides,n. pl.
Xylophagous,a.
Xylophilan,n.
Xylophilous,a.
Xylophone,n.
Xyloplastic,a.
Xylopyrography,n.
Xyloquinone,n.
Xylorcin,n.
Xylostein,n.
Xylotile,n.
Xylotrya,n.
Xylyl,n.
Xylylene,n.
Xyridaceous,a.
Xyris,n.
Xyst,n.
Xystarch,n.
Xyster,n.
Xystus,n.
Y level,
Y,
Y,n.
Y,pron.
Y's,pl. 
Y-,
Ya,adv.
Yacare,n.
Yacca,n.
Yacht,n.
Yacht,v. i.
Yachter,n.
Yachting,n.
Yachtman,n.
Yachtsman,n.
Yachtsmen,pl. 
Yaf,imp.
Yaffingale,n.
Yaffle,n.
Yager,n.
Yaguarundi,n.
Yajur-Veda,n.
Yak,n.
Yakamilk,n.
Yakare,n.
Yakin,n.
Yakoots,n. pl.
Yaksha,n.
Yalah,n.
Yam,n.
Yama,n.
Yamma,n.
Yamp,n.
Yang,n.
Yang,v. i.
Yank,n.
Yank,v. t.
Yanked,imp. & p. p.
Yankee,a.
Yankee,n.
Yankee-Doodle,n.
Yankeeism,n.
Yanking,p. pr. & vb. n.
Yaourt,n.
Yap,n.
Yap,v. i.
Yapock,n.
Yapon,n.
Yarage,a.
Yard,n.
Yard,v. i.
Yard,v. t.
Yardarm,n.
Yardful,n.
Yardfuls,pl. 
Yardland,n.
Yardstick,n.
